"Cubo: Brazil Competitive 3MIS - PSA"
"Colunas: Medidas (Nível4 - Contagem),Grupo de idade,Gênero"
"Linhas: Segmento PSA,Modelo substituído,Modelo PSA (2008,208,3008,308,408,Aircross,C3,C4 Cactus,C4 Lounge)"
"Ipsos RDA Quality Connection - CONFIDENCIAL"
"14/01/2020 07:39:09"

"Segmento PSA";"Modelo substituído";"Modelo PSA";"Nível4 - Contagem,[em branco],[em branco]";"Nível4 - Contagem,[em branco],Mulher";"Nível4 - Contagem,[em branco],Homem";"Nível4 - Contagem,Menos de 20,Mulher";"Nível4 - Contagem,Menos de 20,Homem";"Nível4 - Contagem,20-24,Mulher";"Nível4 - Contagem,20-24,Homem";"Nível4 - Contagem,25-29,Mulher";"Nível4 - Contagem,25-29,Homem";"Nível4 - Contagem,30-34,[em branco]";"Nível4 - Contagem,30-34,Mulher";"Nível4 - Contagem,30-34,Homem";"Nível4 - Contagem,35-39,Mulher";"Nível4 - Contagem,35-39,Homem";"Nível4 - Contagem,40-44,Mulher";"Nível4 - Contagem,40-44,Homem";"Nível4 - Contagem,45-49,Mulher";"Nível4 - Contagem,45-49,Homem";"Nível4 - Contagem,50-54,[em branco]";"Nível4 - Contagem,50-54,Mulher";"Nível4 - Contagem,50-54,Homem";"Nível4 - Contagem,55-59,Mulher";"Nível4 - Contagem,55-59,Homem";"Nível4 - Contagem,60-64,[em branco]";"Nível4 - Contagem,60-64,Mulher";"Nível4 - Contagem,60-64,Homem";"Nível4 - Contagem,65-69,Mulher";"Nível4 - Contagem,65-69,Homem";"Nível4 - Contagem,70-74,Mulher";"Nível4 - Contagem,70-74,Homem";"Nível4 - Contagem,75-79,Mulher";"Nível4 - Contagem,75-79,Homem";"Nível4 - Contagem,80 e mais,Mulher";"Nível4 - Contagem,80 e mais,Homem";
"Segmento B Tout-terrain";"PEU_207";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";14;111;"";48;"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_207";"C4 Cactus";"";"";"";"";"";"";"";"";47;"";"";"";"";"";45;89;"";3;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_208";"2008";"";77;"";"";"";"";"";48;203;"";337;586;61;624;143;450;112;219;"";224;203;108;89;"";16;101;8;21;"";55;"";"";"";"";
"Segmento B Tout-terrain";"PEU_208";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";81;"";"";"";"";"";"";"";28;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_208";"C4 Cactus";"";"";"";"";"";"";"";118;"";"";"";168;24;273;"";95;"";13;"";82;20;"";264;"";45;"";97;128;44;45;"";"";"";"";
"Segmento B Tout-terrain";"PEU_3008";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";18;6;"";"";"";"";"";"";"";"";68;"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_3008";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";36;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_3008";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";69;"";"";"";"";"";35;"";48;72;"";"";"";"";"";"";7;"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_307";"2008";"";"";"";"";"";"";"";"";159;"";21;"";6;111;138;21;"";"";"";"";"";"";85;"";"";20;"";"";17;"";32;"";"";"";
"Segmento B Tout-terrain";"PEU_307";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;"";80;"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_308";"2008";"";12;59;"";"";"";"";35;"";"";202;86;91;140;113;178;125;162;"";72;19;42;"";"";37;67;"";"";"";66;"";"";"";"";
"Segmento B Tout-terrain";"PEU_308";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";111;"";"";"";24;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_308";"C4 Cactus";"";"";122;"";"";"";"";"";"";"";"";33;"";"";9;"";21;149;"";"";49;116;13;"";"";43;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_408";"2008";"";"";"";"";"";"";"";"";"";"";"";"";115;215;"";182;"";49;"";"";106;"";208;"";"";40;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_408";"Aircross";"";"";"";"";"";"";"";"";"";"";"";103;"";"";"";"";"";157;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_408";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";112;307;"";"";74;17;"";"";"";"";32;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_OTH";"2008";"";219;47;"";"";"";"";"";"";"";"";"";"";12;"";"";20;"";"";"";102;"";"";"";"";"";"";"";11;"";"";"";"";"";
"Segmento B Tout-terrain";"PEU_OTH";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICANTO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICANTO";"Aircross";"";"";"";"";"";"";"";"";"";"";36;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICANTO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;"";"";"";28;19;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";62;124;42;"";22;123;179;12;"";"";28;31;7;"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSO4";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";164;"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSO4";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";21;"";21;"";"";66;"";"";"";"";"";"";36;"";"";30;"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSOG";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";88;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PICASSOG";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";49;"";43;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"POLO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";8;52;12;71;"";"";"";"";"";"";"";"";41;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"POLO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";24;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"POLO";"C4 Cactus";"";"";"";"";"";"";"";"";141;"";"";"";"";37;"";"";"";"";"";"";"";"";169;"";"";"";"";7;"";16;"";"";"";"";
"Segmento B Tout-terrain";"PRISMA";"2008";"";"";"";"";"";"";"";"";"";"";21;31;50;117;"";283;5;9;"";33;89;"";113;"";"";"";"";"";9;"";"";"";"";"";
"Segmento B Tout-terrain";"PRISMA";"Aircross";"";118;"";"";"";"";"";"";"";"";"";27;"";"";105;42;"";21;"";64;46;"";"";"";"";"";"";"";8;"";"";"";"";"";
"Segmento B Tout-terrain";"PRISMA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;8;"";"";"";"";64;"";"";"";"";55;"";"";"";38;"";"";
"Segmento B Tout-terrain";"PRISMAJO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PRIUS";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";62;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PUNTO";"2008";"";"";"";"";"";"";"";"";63;"";36;29;18;141;111;77;"";"";"";10;"";"";74;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PUNTO";"Aircross";"";"";"";"";"";"";"";"";"";"";107;54;"";"";"";"";"";64;"";"";"";"";"";"";"";26;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PUNTO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";25;"";60;"";"";"";"";"";"";"";"";81;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PWKEND_N";"Aircross";"";"";"";"";"";"";"";"";"";"";56;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"PWKEND_N";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"RANGER";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"REN_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";47;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"REN_OTH";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"REN_OTH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";52;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"RENEGADE";"2008";"";35;"";"";"";"";"";"";"";"";"";"";"";"";27;81;139;"";"";"";"";"";39;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"RENEGADE";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";87;"";"";"";"";"";"";
"Segmento B Tout-terrain";"RENEGADE";"C4 Cactus";36;"";"";"";"";"";"";"";"";"";"";17;"";"";"";78;144;176;"";52;14;8;"";"";16;"";"";"";"";"";"";"";"";63;
"Segmento B Tout-terrain";"S10_T10";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";5;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"S10_T10";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";59;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDERO";"2008";"";"";5;"";"";"";"";7;37;"";127;189;58;323;57;98;83;"";"";156;6;123;"";"";"";24;"";31;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDERO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";11;246;203;161;16;25;"";"";90;14;180;10;"";"";102;"";14;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDERO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";33;112;50;20;28;102;12;37;"";"";"";5;"";"";"";39;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDEROS";"2008";"";51;"";"";"";"";"";"";"";"";"";"";"";6;30;44;35;55;"";"";19;19;"";"";35;"";"";65;"";35;"";"";"";"";
"Segmento B Tout-terrain";"SANDEROS";"Aircross";"";"";11;"";"";"";"";"";"";"";"";19;"";33;16;"";91;130;"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDEROS";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";288;69;"";"";29;"";"";34;15;"";"";"";"";14;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDRS2";"2008";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANDRS2";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANTAFE";"2008";"";"";"";"";"";"";"";"";"";"";"";18;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SANTAFE";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";106;"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SAVEIRO";"2008";"";"";79;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SAVEIRO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";25;"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SCENIC";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";19;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SCENIC";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";61;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SCROSS";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SENTRA";"2008";"";"";"";"";"";"";"";"";"";"";"";79;"";119;"";"";38;"";"";"";"";39;67;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SENTRA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SENTRA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";55;"";34;"";69;"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SIENAN";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";"";10;"";"";"";"";"";13;"";"";"";8;"";"";"";"";
"Segmento B Tout-terrain";"SIENAN";"Aircross";"";"";47;"";"";"";"";"";"";"";85;"";123;"";"";"";"";17;"";45;7;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SONATA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";35;"";"";"";"";"";37;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SONIC";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";91;"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SONIC";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SONIC";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";152;"";
"Segmento B Tout-terrain";"SORENTO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SORENTO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SOUL";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";43;156;19;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SOUL";"Aircross";"";"";"";"";"";"";"";"";57;"";"";"";"";"";"";101;"";"";"";"";"";"";"";"";"";"";"";"";"";29;"";"";"";"";
"Segmento B Tout-terrain";"SOUL";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";50;"";"";130;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPACECRO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPACECRO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";41;"";"";"";47;6;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPACEFOX";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";21;"";14;36;18;"";"";"";28;"";"";2;48;"";17;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPACEFOX";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;85;"";"";"";"";"";54;"";"";"";10;"";61;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPACEFOX";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";65;"";"";29;"";100;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPIN";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";48;21;10;96;"";"";7;31;66;16;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPIN";"Aircross";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";9;"";162;"";44;36;"";"";"";"";70;"";39;"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPIN";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";21;12;78;"";122;"";"";33;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPORTAGE";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";17;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPORTAGE";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SPORTAGE";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"STILO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";33;"";"";"";157;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"STILO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";159;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"STILO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"STRADAN";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";104;"";"";"";"";"";"";"";"";32;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"STRADAN";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";97;5;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SUB_OTH";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SYMBOL";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"SYMBOL";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TERRACAN";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";145;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIGGO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";32;"";99;"";291;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIGGO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIGGO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";8;"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIGUAN";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";147;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIGUAN";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";46;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIIDA";"2008";"";"";"";"";"";"";"";"";"";"";"";34;"";22;72;"";"";60;"";"";"";"";20;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIIDA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIIDA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";66;31;"";"";"";"";"";"";8;6;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TIPO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TORO";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";71;"";"";"";"";"";"";45;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TORO";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";18;"";"";19;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TORO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";30;"";"";
"Segmento B Tout-terrain";"TOY_OTH";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TRACKER";"2008";"";"";8;"";"";"";"";"";"";"";"";"";"";"";"";12;"";70;"";"";"";"";21;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TRACKER";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;"";132;"";"";"";"";"";"";"";"";"";"";"";13;"";"";
"Segmento B Tout-terrain";"TUCSON";"2008";"";"";"";"";"";"";"";13;13;"";"";"";"";38;39;"";"";6;"";"";"";"";65;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TUCSON";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";7;52;"";"";"";"";"";"";"";"";"";"";"";"";83;"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"TUCSON";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;17;65;"";"";75;"";28;"";21;"";"";"";"";2;"";"";"";"";
"Segmento B Tout-terrain";"UNO";"2008";"";"";"";"";"";"";"";19;"";"";"";53;128;39;28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"UNO";"Aircross";"";"";"";"";"";"";"";"";15;"";"";"";7;22;"";149;"";"";"";8;"";29;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"UNO";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";29;"";"";"";6;35;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VECTRA";"2008";"";"";"";"";"";"";"";"";"";"";"";42;"";38;190;"";"";"";"";"";"";"";13;"";"";104;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VECTRA";"Aircross";"";"";"";"";"";"";27;"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VECTRA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VELOSTER";"C4 Cactus";"";"";"";"";"";"";"";"";43;"";"";"";"";146;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VERACRUZ";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";143;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VERACRUZ";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VERSA";"2008";"";"";"";"";"";"";"";"";"";"";104;"";80;"";"";224;70;73;"";"";"";11;15;"";"";56;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VERSA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";47;"";"";"";"";18;"";"";35;"";39;"";"";"";"";"";"";"";"";10;"";33;
"Segmento B Tout-terrain";"VERSA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";"";"";"";48;"";"";"";"";"";22;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VIRTUS";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";95;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VITARA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";42;"";"";"";"";"";"";"";"";"";"";38;
"Segmento B Tout-terrain";"VLV_V40";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VOYAGE";"2008";"";"";"";"";"";"";"";"";18;"";"";"";"";41;"";49;"";88;"";"";44;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VOYAGE";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";81;"";14;"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VOYAGE";"C4 Cactus";"";"";"";"";"";"";"";"";25;"";"";"";"";"";59;22;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
